caseid,weight,vote2020,biden_winner,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,educ7,hispanic,ethnicity,votereg,wave
212362651,1.22515099950987,I am sure I voted,Definitely not the rightful winner,Donald Trump,1973,47,45 - 54,Male,Married,Full-time,"$100,000 - $119,999",Republican,Strong Republican,Donald Trump,1757,Massachusetts,Bachelor's degree,No,White,Yes,14
201654865,0.909095442065365,I am sure I voted,Definitely the rightful winner,Joe Biden,1969,51,45 - 54,Female,Married,Permanently disabled,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,82435,Wyoming,Associate's degree,No,White,Yes,14
122342068,1.23643697825903,I am sure I voted,Probably not the rightful winner,Donald Trump,1961,59,55 - 64,Male,Married,Full-time,"$150,000 - $199,999",Republican,Strong Republican,Donald Trump,76638,Texas,Master's degree,No,White,Yes,14
137416099,1.54451513539559,I did not vote in the election this November,Definitely the rightful winner,NA,1959,61,55 - 64,Female,Divorced,Retired,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,10708,New York,Bachelor's degree,No,Black or African American,Yes,14
219194887,0.810117071156618,I did not vote in the election this November,Definitely the rightful winner,NA,1994,26,25 - 34,Female,Never married,Unemployed,"Less than $10,000",Not sure,Not sure,Did not vote for President,72956,Arkansas,Some college,No,White,No,14
212994106,0.922806207022439,I did not vote in the election this November,Definitely not the rightful winner,NA,1967,53,45 - 54,Female,Divorced,Permanently disabled,"$20,000 - $29,999",Other,Independent,Did not vote for President,45176,Ohio,Master's degree,No,Multi-racial,No,14
55474999,1.38321678435026,I am sure I voted,Definitely not the rightful winner,Donald Trump,1966,54,45 - 54,Female,Married,Part-time,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,46168,Indiana,Bachelor's degree,No,Other,Yes,14
142361452,0.336510494053848,I am sure I voted,Definitely the rightful winner,Joe Biden,1993,27,25 - 34,Female,Never married,Full-time,"$60,000 - $69,999",Independent,Lean Democrat,Jill Stein,40206,Kentucky,Bachelor's degree,No,White,Yes,14
375509572,1.03385103011175,I am sure I voted,Definitely the rightful winner,Joe Biden,1988,32,25 - 34,Female,Never married,Part-time,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,77009,Texas,Bachelor's degree,No,White,Yes,14
223399381,1.29325335994032,I am sure I voted,Probably not the rightful winner,Donald Trump,1991,29,25 - 34,Male,Married,Full-time,"$120,000 - $149,999",Democrat,Not very strong Democrat,Hillary Clinton,11219,New York,Bachelor's degree,No,White,Yes,14
37884880,0.851209871180361,I am sure I voted,Definitely the rightful winner,Joe Biden,1969,51,45 - 54,Female,Married,Full-time,"$150,000 - $199,999",Independent,Lean Democrat,Hillary Clinton,69101,Nebraska,Master's degree,No,White,Yes,14
191655880,1.01769930233878,I am sure I voted,Definitely not the rightful winner,Donald Trump,1979,41,35 - 44,Male,Married,Full-time,"$30,000 - $39,999",Republican,Not very strong Republican,Did not vote for President,40962,Kentucky,High school diploma or the equivalent (GED),No,White,Yes,14
37120882,0.980828229848297,I am sure I voted,Definitely the rightful winner,Joe Biden,1976,44,35 - 44,Female,Married,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,14612,New York,Bachelor's degree,Yes,Black or African American,Yes,14
212470399,1.62679468767572,I am sure I voted,Definitely the rightful winner,Donald Trump,1983,37,35 - 44,Male,Married,Full-time,"$100,000 - $119,999",Independent,Lean Republican,Donald Trump,43551,Ohio,Bachelor's degree,No,White,Yes,14
220722622,0.933136235605418,I am sure I voted,Definitely the rightful winner,Joe Biden,1987,33,25 - 34,Male,Married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,90232,California,Professional or doctorate degree,No,Multi-racial,Yes,14
53329774,0.888161441532997,I am sure I voted,Definitely the rightful winner,Joe Biden,1954,66,65 - 74,Female,Widowed,Full-time,"$70,000 - $79,999",Independent,Independent,Hillary Clinton,99205,Washington,Bachelor's degree,No,White,Yes,14
363896332,0.824197341447242,I am sure I voted,Definitely the rightful winner,Joe Biden,1971,49,45 - 54,Male,Married,Full-time,Prefer not to say,Independent,Independent,Hillary Clinton,1591,New York,Master's degree,No,White,Yes,14
132331123,0.721527740776547,I am sure I voted,Probably the rightful winner,Joe Biden,1978,42,35 - 44,Female,Never married,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,38109,Tennessee,Bachelor's degree,No,Black or African American,Yes,14
206013760,1.65358676461382,I am sure I voted,Definitely not the rightful winner,Donald Trump,1979,41,35 - 44,Male,Married,Full-time,"$120,000 - $149,999",Independent,Lean Republican,Donald Trump,76028,Texas,Did not graduate from high school,No,White,Yes,14
206530093,0.751245061078447,I am sure I voted,Definitely the rightful winner,Joe Biden,1976,44,35 - 44,Female,Domestic / civil partnership,Temporarily laid off,"$10,000 - $19,999",Independent,Lean Democrat,Hillary Clinton,41311,Kentucky,Some college,No,White,Yes,14
404374006,0.682695971287642,I am sure I voted,Definitely the rightful winner,Joe Biden,1994,26,25 - 34,Male,Never married,Part-time,"$60,000 - $69,999",Independent,Lean Democrat,Hillary Clinton,92114,California,Associate's degree,Yes,Multi-racial,Yes,14
206128453,1.37803139768545,I am sure I voted,Definitely not the rightful winner,Donald Trump,1979,41,35 - 44,Female,Married,Homemaker,"$40,000 - $49,999",Independent,Lean Republican,Donald Trump,5452,Vermont,Bachelor's degree,No,White,Yes,14
33126133,1.07271625135406,I am sure I voted,Definitely the rightful winner,Joe Biden,1953,67,65 - 74,Male,Domestic / civil partnership,Other,"$80,000 - $99,999",Other,Independent,Hillary Clinton,60657,Illinois,Some college,No,White,Yes,14
42999103,1.05825660950126,I am sure I voted,Definitely not the rightful winner,Donald Trump,1957,63,55 - 64,Male,Married,Full-time,Prefer not to say,Independent,Independent,Did not vote for President,76527,Texas,High school diploma or the equivalent (GED),No,White,Yes,14
196743208,1.63702781228685,I am sure I voted,Definitely not the rightful winner,Donald Trump,1995,25,25 - 34,Male,Never married,Permanently disabled,Prefer not to say,Republican,Strong Republican,Donald Trump,53933,Wisconsin,High school diploma or the equivalent (GED),No,White,Yes,14
205398031,1.24293439637688,I am sure I voted,Probably the rightful winner,Donald Trump,1990,30,25 - 34,Female,Never married,Full-time,"$40,000 - $49,999",Not sure,Lean Republican,Did not vote for President,55069,Minnesota,Bachelor's degree,No,White,Yes,14
173814673,0.687535751216304,I am sure I voted,Definitely the rightful winner,Joe Biden,1996,24,18 - 24,Female,Married,Homemaker,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,2860,Rhode Island,High school diploma or the equivalent (GED),No,White,Yes,14
449806696,3.54257079042083,"I thought about voting this time, but didn't",Probably not the rightful winner,NA,1994,26,25 - 34,Male,Never married,Full-time,"$60,000 - $69,999",Not sure,Independent,Did not vote for President,30058,Georgia,Some college,No,Black or African American,Yes,14
53973607,0.89756542369196,I am sure I voted,Definitely the rightful winner,Joe Biden,1984,36,35 - 44,Female,Never married,Full-time,"$50,000 - $59,999",Independent,Independent,Hillary Clinton,84003,Utah,Bachelor's degree,No,White,Yes,14
363551122,0.975524431033607,I am sure I voted,Definitely the rightful winner,Donald Trump,2002,18,18 - 24,Male,Never married,Part-time,"$120,000 - $149,999",Republican,Not very strong Republican,Did not vote for President,99301,Washington,Associate's degree,No,White,No,14
423309280,0.784551128504098,I did not vote in the election this November,Definitely the rightful winner,NA,1993,27,25 - 34,Female,Never married,Full-time,"$60,000 - $69,999",Independent,Lean Republican,Did not vote for President,2780,Massachusetts,High school diploma or the equivalent (GED),No,White,No,14
170639284,0.797988476756547,I am sure I voted,Definitely the rightful winner,Joe Biden,1959,61,55 - 64,Male,Divorced,Retired,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,89134,Nevada,Bachelor's degree,No,White,Yes,14
188803924,0.791064407475517,I am sure I voted,Definitely the rightful winner,Joe Biden,1954,66,65 - 74,Female,Widowed,Retired,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,3842,New Hampshire,High school diploma or the equivalent (GED),No,White,Yes,14
36987145,0.929587140010806,"I usually vote, but didn't this time",Definitely the rightful winner,NA,1983,37,35 - 44,Female,Married,Homemaker,"$60,000 - $69,999",Democrat,Strong Democrat,Did not vote for President,96822,Hawaii,Bachelor's degree,No,Asian/Pacific Islander,Yes,14
207029977,0.996785488907852,I am sure I voted,Definitely the rightful winner,Joe Biden,1958,62,55 - 64,Female,Married,Retired,"$200,000 - $249,999",Democrat,Strong Democrat,Hillary Clinton,22030,Virginia,Bachelor's degree,No,White,Yes,14
221231941,0.429871430568288,I am sure I voted,Definitely the rightful winner,Joe Biden,1990,30,25 - 34,Male,Never married,Full-time,"$40,000 - $49,999",Independent,Lean Democrat,Gary Johnson,29205,South Carolina,Bachelor's degree,No,White,Yes,14
40207336,0.709323095551778,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Female,Married,Retired,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,56003,Minnesota,High school diploma or the equivalent (GED),No,White,Yes,14
327795964,0.319969572770768,I am sure I voted,Definitely the rightful winner,Joe Biden,1992,28,25 - 34,Male,Married,Part-time,"Less than $10,000",Independent,Lean Democrat,Gary Johnson,72204,Arkansas,Some college,No,White,Yes,14
59181130,0.794727673037263,I am sure I voted,Definitely the rightful winner,Joe Biden,1940,80,75 - 84,Female,Married,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Did not vote for President,8527,New Jersey,Associate's degree,No,White,Yes,14
60996991,1.32043237156008,I am sure I voted,Definitely the rightful winner,Joe Biden,1965,55,55 - 64,Male,Married,Unemployed,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,29115,South Carolina,High school diploma or the equivalent (GED),No,Black or African American,Yes,14
217172128,0.839044048804185,"I thought about voting this time, but didn't",Definitely the rightful winner,NA,1980,40,35 - 44,Male,Married,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Donald Trump,60605,Illinois,Some college,No,White,Yes,14
151172221,0.381637571527943,I am sure I voted,Definitely the rightful winner,Joe Biden,1993,27,25 - 34,Female,Divorced,Full-time,Prefer not to say,Independent,Lean Democrat,Gary Johnson,55405,Minnesota,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,14
351949852,1.41900612782531,I did not vote in the election this November,Definitely the rightful winner,NA,1969,51,45 - 54,Female,Never married,Permanently disabled,"$10,000 - $19,999",Independent,Not sure,Did not vote for President,34744,Florida,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,14
142202074,0.809594652526482,I did not vote in the election this November,Probably the rightful winner,NA,1965,55,55 - 64,Female,Never married,Permanently disabled,"Less than $10,000",Not sure,Independent,Did not vote for President,45654,Ohio,High school diploma or the equivalent (GED),No,White,No,14
222927118,1.20642106994141,I am sure I voted,Probably not the rightful winner,Donald Trump,1985,35,35 - 44,Female,Married,Unemployed,"$60,000 - $69,999",Other,Independent,Donald Trump,61072,Illinois,Some college,No,White,Yes,14
181597384,0.261304347078785,I am sure I voted,Probably the rightful winner,Joe Biden,1991,29,25 - 34,Female,Never married,Full-time,"$50,000 - $59,999",Independent,Lean Democrat,Jill Stein,92260,California,Associate's degree,No,White,Yes,14
175406479,1.37723713039299,I am sure I voted,Definitely the rightful winner,Joe Biden,1977,43,35 - 44,Female,Domestic / civil partnership,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,78725,Texas,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,14
324212962,1.35352475485428,I am sure I voted,Definitely the rightful winner,Joe Biden,1961,59,55 - 64,Female,Divorced,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,34473,Florida,Bachelor's degree,No,Black or African American,Yes,14
198829120,2.15228812299561,I am sure I voted,Definitely the rightful winner,Joe Biden,1959,61,55 - 64,Female,Divorced,Part-time,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,78043,Texas,Did not graduate from high school,No,Hispanic/Latino/Chicano/a,Yes,14
151002136,0.684677944559989,I am sure I voted,Definitely the rightful winner,Joe Biden,1982,38,35 - 44,Female,Married,Homemaker,"$40,000 - $49,999",Not sure,Not sure,Did not vote for President,85023,Arizona,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,14
364379146,1.03385103011175,I am sure I voted,Definitely the rightful winner,Joe Biden,1976,44,35 - 44,Female,Married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,75070,Texas,Bachelor's degree,No,White,Yes,14
169416118,0.64615294740632,I am sure I voted,Definitely the rightful winner,Joe Biden,1983,37,35 - 44,Female,Divorced,Unemployed,"Less than $10,000",Independent,Lean Democrat,Did not vote for President,21660,Maryland,Associate's degree,No,White,Yes,14
206373985,1.43437902706407,I am sure I voted,Definitely not the rightful winner,Donald Trump,1957,63,55 - 64,Female,Married,Full-time,"$250,000 - $349,999",Republican,Strong Republican,Donald Trump,35806,Alabama,Bachelor's degree,No,White,Yes,14
123145471,0.981473719929509,I am sure I voted,Definitely the rightful winner,Joe Biden,1980,40,35 - 44,Male,Domestic / civil partnership,Full-time,"$250,000 - $349,999",Independent,Lean Democrat,Hillary Clinton,94116,California,Bachelor's degree,No,White,Yes,14
141214354,1.22515099950987,I am sure I voted,Probably the rightful winner,Donald Trump,1964,56,55 - 64,Male,Married,Full-time,"$100,000 - $119,999",Independent,Independent,Donald Trump,30115,Georgia,Bachelor's degree,No,White,Yes,14
211007341,2.31157464691913,"I thought about voting this time, but didn't",Definitely the rightful winner,NA,1992,28,25 - 34,Male,Married,Full-time,"$50,000 - $59,999",Independent,Independent,Did not vote for President,21851,Maryland,High school diploma or the equivalent (GED),No,Asian/Pacific Islander,No,14
146556892,6.15471357598037,I did not vote in the election this November,Probably the rightful winner,NA,1997,23,18 - 24,Male,Never married,Unemployed,"$40,000 - $49,999",Independent,Independent,Did not vote for President,92504,California,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,14
57444226,1.09806105609014,I am sure I voted,Definitely the rightful winner,Joe Biden,1984,36,35 - 44,Female,Never married,Full-time,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,50266,Iowa,Master's degree,No,White,Yes,14
222191200,1.18943323040656,I am sure I voted,Definitely the rightful winner,Joe Biden,2001,19,18 - 24,Male,Never married,Student,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,80503,Tennessee,Some college,No,Hispanic/Latino/Chicano/a,Yes,14
213821632,1.01009811467894,I am sure I voted,Probably the rightful winner,Donald Trump,1944,76,75 - 84,Male,Never married,Retired,"$10,000 - $19,999",Independent,Lean Republican,Donald Trump,98372,Washington,Bachelor's degree,No,White,Yes,14
194098456,1.37598386452863,I did not vote in the election this November,Definitely the rightful winner,NA,1982,38,35 - 44,Female,Never married,Unemployed,"Less than $10,000",Not sure,Not sure,Did not vote for President,77048,Texas,Did not graduate from high school,No,Black or African American,No,14
33165247,1.41809651159262,I am sure I voted,Definitely the rightful winner,Joe Biden,1966,54,45 - 54,Male,Married,Full-time,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,31322,Georgia,Bachelor's degree,No,Black or African American,Yes,14
176403970,1.18673191043034,I am sure I voted,Probably not the rightful winner,Donald Trump,1947,73,65 - 74,Female,Married,Retired,"$30,000 - $39,999",Republican,Strong Republican,Donald Trump,43123,Ohio,High school diploma or the equivalent (GED),No,White,Yes,14
430377280,0.858453583131612,I am sure I voted,Definitely the rightful winner,Joe Biden,1995,25,25 - 34,Female,Never married,Unemployed,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,30318,Georgia,High school diploma or the equivalent (GED),No,White,Yes,14
133355068,0.423800801830937,I am sure I voted,Probably the rightful winner,Someone else,1964,56,55 - 64,Female,Married,Part-time,"$80,000 - $99,999",Independent,Lean Republican,Donald Trump,1609,Massachusetts,Associate's degree,No,White,Yes,14
412229170,0.755228907227073,I am sure I voted,Definitely the rightful winner,Joe Biden,1959,61,55 - 64,Male,Divorced,Permanently disabled,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,4401,Maine,High school diploma or the equivalent (GED),No,White,Yes,14
68068477,0.620954016000339,I am sure I voted,Definitely the rightful winner,Joe Biden,1974,46,45 - 54,Female,Never married,Retired,"$40,000 - $49,999",Independent,Independent,Hillary Clinton,80113,Colorado,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,14
66945676,1.32862633054956,I am sure I voted,Definitely not the rightful winner,Donald Trump,1958,62,55 - 64,Female,Married,Full-time,"$250,000 - $349,999",Republican,Not very strong Republican,Donald Trump,7663,New Jersey,Bachelor's degree,No,White,Yes,14
164226898,0.485556908537825,I am sure I voted,Definitely the rightful winner,Joe Biden,1989,31,25 - 34,Female,Married,Part-time,"$40,000 - $49,999",Independent,Independent,Gary Johnson,87110,New Mexico,Bachelor's degree,No,Hispanic/Latino/Chicano/a,Yes,14
223645675,0.657598398637343,I am sure I voted,Definitely the rightful winner,Joe Biden,2000,20,18 - 24,Female,Never married,Part-time,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,53704,Wisconsin,Some college,No,White,Yes,14
327885166,0.383406555992225,I am sure I voted,Definitely the rightful winner,Someone else,1998,22,18 - 24,Male,Never married,Student,"$120,000 - $149,999",Independent,Lean Democrat,Did not vote for President,63112,Missouri,Some college,No,White,Yes,14
144489175,0.70413336160648,I did not vote in the election this November,Probably the rightful winner,NA,1981,39,35 - 44,Female,Never married,Temporarily laid off,Prefer not to say,Not sure,Independent,Did not vote for President,90063,California,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,14
213708340,1.65358676461382,I am sure I voted,Definitely not the rightful winner,Donald Trump,1977,43,35 - 44,Male,Married,Full-time,"Less than $10,000",Independent,Independent,Donald Trump,24822,West Virginia,Did not graduate from high school,No,White,Yes,14
203085919,0.341100756353933,I am sure I voted,Definitely not the rightful winner,Someone else,1980,40,35 - 44,Female,Married,Homemaker,"Less than $10,000",Independent,Independent,Did not vote for President,97027,Oregon,Some college,No,White,Yes,14
37634014,0.797988476756547,I am sure I voted,Definitely the rightful winner,Joe Biden,1956,64,55 - 64,Male,Never married,Full-time,"$20,000 - $29,999",Independent,Lean Democrat,Hillary Clinton,94521,California,Bachelor's degree,No,White,Yes,14
33331195,0.797988476756547,I am sure I voted,Definitely the rightful winner,Joe Biden,1958,62,55 - 64,Male,Divorced,Homemaker,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,84124,Utah,Bachelor's degree,No,White,Yes,14
185633971,0.870593035096248,"I usually vote, but didn't this time",Probably not the rightful winner,NA,1998,22,18 - 24,Male,Never married,Unemployed,"$40,000 - $49,999",Independent,Independent,Did not vote for President,60629,Illinois,High school diploma or the equivalent (GED),No,Black or African American,Yes,14
210834904,0.873617254471733,I am sure I voted,Definitely the rightful winner,Joe Biden,1984,36,35 - 44,Female,Divorced,Full-time,"$50,000 - $59,999",Independent,Independent,Did not vote for President,91977,California,Some college,No,Black or African American,Yes,14
174953389,0.746180544153645,I am sure I voted,Definitely the rightful winner,Joe Biden,1977,43,35 - 44,Female,Married,Permanently disabled,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,43613,Ohio,Some college,No,Multi-racial,Yes,14
202383847,1.06995735153037,I am sure I voted,Probably not the rightful winner,Donald Trump,1983,37,35 - 44,Female,Married,Full-time,"$80,000 - $99,999",Independent,Independent,Did not vote for President,32060,Florida,High school diploma or the equivalent (GED),No,White,Yes,14
322087780,1.17328061637993,I am sure I voted,Definitely not the rightful winner,Donald Trump,1964,56,55 - 64,Male,Divorced,Permanently disabled,"$10,000 - $19,999",Independent,Lean Republican,Donald Trump,25801,West Virginia,High school diploma or the equivalent (GED),No,White,Yes,14
129845134,0.550517042347777,I am sure I voted,Definitely the rightful winner,Joe Biden,1992,28,25 - 34,Male,Never married,Student,"$50,000 - $59,999",Independent,Lean Democrat,Gary Johnson,10029,New York,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,14
173744470,1.00079586713648,I am sure I voted,Definitely not the rightful winner,Donald Trump,1983,37,35 - 44,Male,Never married,Full-time,"$60,000 - $69,999",Republican,Strong Republican,Did not vote for President,61704,Illinois,Some college,No,White,Yes,14
170753119,1.22953510038588,I am sure I voted,Definitely the rightful winner,Joe Biden,1956,64,55 - 64,Male,Married,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,21212,Maryland,High school diploma or the equivalent (GED),No,Black or African American,Yes,14
205316398,0.721527740776547,I am sure I voted,Definitely the rightful winner,Joe Biden,1984,36,35 - 44,Female,Never married,Full-time,"$30,000 - $39,999",Democrat,Not very strong Democrat,Hillary Clinton,70506,Louisiana,Bachelor's degree,No,Black or African American,Yes,14
149291671,1.56975458799328,I am sure I voted,Probably the rightful winner,Donald Trump,1960,60,55 - 64,Female,Married,Full-time,"$20,000 - $29,999",Not sure,Independent,Did not vote for President,37659,Tennessee,Associate's degree,No,White,Yes,14
33789712,0.909095442065365,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Female,Never married,Permanently disabled,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,87417,New Mexico,Some college,No,White,Yes,14
209107906,1.5339358915165,I am sure I voted,Definitely not the rightful winner,Donald Trump,1976,44,35 - 44,Male,Married,Full-time,"$80,000 - $99,999",Independent,Lean Republican,Donald Trump,38571,Tennessee,Some college,No,White,Yes,14
153533092,0.77107068089363,I am sure I voted,Definitely the rightful winner,Joe Biden,1982,38,35 - 44,Male,Married,Full-time,"$80,000 - $99,999",Independent,Lean Democrat,Hillary Clinton,63117,Missouri,Some college,No,White,Yes,14
169261789,0.703324803123894,I did not vote in the election this November,Probably not the rightful winner,NA,1993,27,25 - 34,Female,Domestic / civil partnership,Full-time,"$50,000 - $59,999",Not sure,Independent,Did not vote for President,83686,Idaho,Some college,No,White,No,14
168460051,0.857537759337023,I am sure I voted,Definitely the rightful winner,Joe Biden,1996,24,18 - 24,Female,Never married,Part-time,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,11367,New York,Bachelor's degree,No,Asian/Pacific Islander,Yes,14
410171842,0.930095581833335,I am sure I voted,Probably the rightful winner,Donald Trump,1999,21,18 - 24,Female,Never married,Student,Prefer not to say,Independent,Independent,Did not vote for President,80401,Colorado,Some college,No,White,Yes,14
181457785,1.04715134393586,I am sure I voted,Definitely the rightful winner,Joe Biden,1979,41,35 - 44,Male,Divorced,Full-time,"$70,000 - $79,999",Independent,Lean Democrat,Hillary Clinton,46038,Indiana,Bachelor's degree,No,White,Yes,14
181621558,0.861227680635506,I did not vote in the election this November,Definitely the rightful winner,NA,1991,29,25 - 34,Male,Never married,Unemployed,"$80,000 - $99,999",Democrat,Strong Democrat,Did not vote for President,39532,Mississippi,Some college,No,White,No,14
207250180,1.5745068618912,I am sure I voted,Definitely the rightful winner,Joe Biden,1981,39,35 - 44,Female,Married,Other,Prefer not to say,Independent,Independent,Did not vote for President,75051,Texas,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,14
162127198,0.824660678743684,I am sure I voted,Definitely the rightful winner,Joe Biden,1975,45,45 - 54,Male,Never married,Part-time,"Less than $10,000",Independent,Independent,Hillary Clinton,90505,California,Some college,No,Black or African American,Yes,14
211638793,1.12831505517382,I am sure I voted,Definitely not the rightful winner,Donald Trump,1981,39,35 - 44,Male,Married,Part-time,"$60,000 - $69,999",Republican,Not very strong Republican,Donald Trump,31605,Georgia,High school diploma or the equivalent (GED),No,White,Yes,14
176273848,1.0004067969787,"I usually vote, but didn't this time",Probably the rightful winner,NA,1963,57,55 - 64,Female,Married,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,78602,Texas,High school diploma or the equivalent (GED),No,Black or African American,Yes,14
159892894,0.877482198531458,I am sure I voted,Definitely the rightful winner,Joe Biden,1992,28,25 - 34,Male,Domestic / civil partnership,Full-time,"Less than $10,000",Independent,Lean Democrat,Hillary Clinton,73110,Oklahoma,Some college,Yes,White,Yes,14
408566758,1.03408580326259,I am sure I voted,Definitely the rightful winner,Joe Biden,1987,33,25 - 34,Male,Married,Full-time,"$150,000 - $199,999",Independent,Lean Democrat,Donald Trump,10011,New York,Bachelor's degree,No,White,Yes,14
446403412,0.736751297905686,"I thought about voting this time, but didn't",Probably not the rightful winner,NA,1990,30,25 - 34,Male,Never married,Retired,"Less than $10,000",Democrat,Not very strong Democrat,Did not vote for President,11212,New York,Associate's degree,Yes,Black or African American,Yes,14
178242856,1.02232038788505,I am sure I voted,Definitely the rightful winner,Joe Biden,1961,59,55 - 64,Male,Never married,Permanently disabled,"$10,000 - $19,999",Democrat,Not very strong Democrat,Hillary Clinton,19107,Pennsylvania,Some college,No,White,Yes,14
164876755,1.47112386731172,I am sure I voted,Definitely not the rightful winner,Donald Trump,1965,55,55 - 64,Male,Married,Full-time,"$70,000 - $79,999",Independent,Independent,Donald Trump,68005,Nebraska,Associate's degree,No,Multi-racial,Yes,14
161807011,0.922843899169195,I am sure I voted,Definitely the rightful winner,Joe Biden,1997,23,18 - 24,Female,Never married,Part-time,"$50,000 - $59,999",Independent,Lean Democrat,Hillary Clinton,51109,Iowa,Bachelor's degree,No,White,Yes,14
402826630,1.21172931435836,I am sure I voted,Definitely not the rightful winner,Donald Trump,1986,34,25 - 34,Male,Married,Full-time,"$60,000 - $69,999",Republican,Not very strong Republican,Donald Trump,21001,Maryland,High school diploma or the equivalent (GED),No,White,Yes,14
152547115,0.712263269801871,I am sure I voted,Definitely the rightful winner,Joe Biden,1979,41,35 - 44,Male,Married,Full-time,"$50,000 - $59,999",Democrat,Not very strong Democrat,Did not vote for President,8902,New Jersey,Bachelor's degree,No,Asian/Pacific Islander,Yes,14
128708272,0.797988476756547,I am sure I voted,Definitely the rightful winner,Joe Biden,1962,58,55 - 64,Male,Married,Full-time,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,47304,Indiana,Bachelor's degree,No,White,Yes,14
191481121,0.477389555741607,I am sure I voted,Probably not the rightful winner,Someone else,1990,30,25 - 34,Female,Domestic / civil partnership,Homemaker,Prefer not to say,Not sure,Not sure,Did not vote for President,71832,Arkansas,Associate's degree,No,White,Don't know,14
305402056,1.42037055695667,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1991,29,25 - 34,Male,Never married,Full-time,"$20,000 - $29,999",Independent,Independent,Hillary Clinton,70125,Louisiana,Bachelor's degree,No,Other,Yes,14
167661244,0.721260115779318,I am sure I voted,Definitely the rightful winner,Joe Biden,1978,42,35 - 44,Male,Married,Full-time,"$70,000 - $79,999",Independent,Lean Democrat,Hillary Clinton,19438,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,14
398414794,0.769103916497447,I am sure I voted,Definitely the rightful winner,Joe Biden,2000,20,18 - 24,Female,Married,Full-time,"$30,000 - $39,999",Independent,Lean Democrat,Did not vote for President,28546,North Carolina,Some college,No,Black or African American,Yes,14
6646573,1.35516042949414,I am sure I voted,Definitely not the rightful winner,Donald Trump,1936,84,75 - 84,Male,Married,Retired,Prefer not to say,Independent,Lean Republican,Donald Trump,77062,Texas,Master's degree,No,White,Yes,14
203660041,0.319006854276922,I am sure I voted,Definitely the rightful winner,Joe Biden,1963,57,55 - 64,Female,Divorced,Full-time,"$10,000 - $19,999",Independent,Lean Democrat,Gary Johnson,64501,Missouri,Some college,No,White,Yes,14
399876394,0.736751297905686,"I usually vote, but didn't this time",Definitely the rightful winner,NA,1990,30,25 - 34,Male,Separated,Other,"$10,000 - $19,999",Democrat,Not very strong Democrat,Did not vote for President,32725,Florida,Some college,No,Black or African American,Yes,14
